date	volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rh4	rl4	rrt	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx	rbo_100_trading_edge	rbo_100_geometric_expectancy	rbo_100_kelly	rbo_100_constant	rbo_100_concave	rbo_100_convex	rbo_100_equal_weight	EUR	rtt_5020_chg1D	rtt_5020_chg1D_fx	rtt_5020_PL_cum	rtt_5020_returns	rtt_5020_log_returns	rtt_5020_cumul	rtt_5020_PL_cum_fx	rtt_5020_trading_edge	rtt_5020_geometric_expectancy	rtt_5020_kelly	rtt_5020_constant	rtt_5020_concave	rtt_5020_convex	rtt_5020_equal_weight	rema_50100150_chg1D	rema_50100150_chg1D_fx	rema_50100150_PL_cum	rema_50100150_returns	rema_50100150_log_returns	rema_50100150_cumul	rema_50100150_PL_cum_fx	rema_50100150_trading_edge	rema_50100150_geometric_expectancy	rema_50100150_kelly	rema_50100150_constant	rema_50100150_concave	rema_50100150_convex	rema_50100150_equal_weight	rsma_50100150_chg1D	rsma_50100150_chg1D_fx	rsma_50100150_PL_cum	rsma_50100150_returns	rsma_50100150_log_returns	rsma_50100150_cumul	rsma_50100150_PL_cum_fx	rsma_50100150_trading_edge	rsma_50100150_geometric_expectancy	rsma_50100150_kelly	rsma_50100150_constant	rsma_50100150_concave	rsma_50100150_convex	rsma_50100150_equal_weight	rrg_chg1D	rrg_chg1D_fx	rrg_PL_cum	rrg_returns	rrg_log_returns	rrg_cumul	rrg_PL_cum_fx	rrg_trading_edge	rrg_geometric_expectancy	rrg_kelly	rrg_constant	rrg_concave	rrg_convex	rrg_equal_weight
2022-08-24 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.74	3.74	3.74	3.74	4.09	3.32	1.0	1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0												3.74								0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-08-25 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.74	3.74	3.74	3.74	4.09	3.32	1.0	1.0	-1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-08-26 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.84	3.84	3.84	3.84	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-08-29 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.85	3.85	3.85	3.85	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-08-30 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.85	3.85	3.85	3.85	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-08-31 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.9	3.9	3.9	3.9	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-01 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.94	3.94	3.94	3.94	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0											3.94		3.94							0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-02 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.83	3.83	3.83	3.83	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0												3.83								0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-05 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.91	3.91	3.91	3.91	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-06 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.91	3.91	3.91	3.91	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0											3.91									0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-07 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.91	3.91	3.91	3.91	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-08 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.88	3.88	3.88	3.88	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-09 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.8	3.8	3.8	3.8	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-12 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.72	3.72	3.72	3.72	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0												3.72		3.72						0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-13 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.77	3.77	3.77	3.77	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0											3.77									0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-14 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.75	3.75	3.75	3.75	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0												3.75								0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-15 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.76	3.76	3.76	3.76	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-16 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.8	3.8	3.8	3.8	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0											3.8									0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-19 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.79	3.79	3.79	3.79	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0												3.79								0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-20 07:00:00	25000	3.22	3.22	3.22	3.26	3.11	PFI.MI	3.81	3.81	3.81	3.86	4.09	3.32	1.0	1.0	1.0	-1	1.0	1.0	1.0	1.0	1.0	1.0		3.22									3.81									0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-21 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.81	3.81	3.81	3.81	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0												3.81								0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	-0.0	-0.0	0.06	-0.0	-0.0	0.02	0.06	-0.0	-0.0	inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-22 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.85	3.85	3.85	3.85	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-23 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.99	3.99	3.99	3.99	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0											3.99									0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-26 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.96	3.96	3.96	3.96	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0												3.96								0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-27 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.01	4.01	4.01	4.01	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-28 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.03	4.03	4.03	4.03	4.09	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-29 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.13	4.13	4.13	4.13	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0											4.13		4.13		4.13		4.13			0.0		4.13	3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-09-30 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.07	4.07	4.07	4.07	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-03 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.01	4.01	4.01	4.01	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-04 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.87	3.87	3.87	3.87	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0												3.87								0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-05 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.93	3.93	3.93	3.93	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-06 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.97	3.97	3.97	3.97	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-07 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.02	4.02	4.02	4.02	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-10 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.02	4.02	4.02	4.02	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-11 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.05	4.05	4.05	4.05	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-12 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.1	4.1	4.1	4.1	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0											4.1									0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-13 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.04	4.04	4.04	4.04	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	2215.83					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	2215.83					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-14 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	4.01	4.01	4.01	4.01	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	8085.4					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	8085.4					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	8085.4					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
2022-10-17 07:00:00	0	3.26	3.26	3.26	3.26	3.11	PFI.MI	3.94	3.94	3.94	3.94	4.13	3.32	1.0	1.0	1.0	1	1.0	1.0	1.0	1.0	1.0	1.0																				0.0			3.02	0.0	0.0	-0.04	0.0	0.0	-0.01		-0.04	0.0	0.0	8085.4					1	0.0	0.0	0.06	0.0	0.0	0.02	0.06	-0.0	-0.0	-inf					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	8085.4					0.0	0.0	-0.04	0.0	0.0	-0.01	-0.04	0.0	0.0	8085.4					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0					
