date	volume	high	low	open	close	adj_close	ticker	ropen	rhigh	rlow	rclose	rhi_100	rlo_100	rbo_100	rtt_50	rtt_20	rtt_5020	rema_50100	rema_100150	rema_50100150	rsma_50100	rsma_100150	rsma_50100150	hi1	lo1	hi2	lo2	hi3	lo3	hi4	lo4	rg	flr	clg	rg_ch	rh1	rl1	rh2	rl2	rh3	rl3	rrg	rflr	rclg	rrg_ch	rbo_100_chg1D	rbo_100_chg1D_fx	rbo_100_PL_cum	rbo_100_returns	rbo_100_log_returns	rbo_100_cumul	stop_loss	rbo_100_PL_cum_fx	rbo_100_trading_edge	rbo_100_geometric_expectancy	rbo_100_kelly	rbo_100_constant	rbo_100_concave	rbo_100_convex	rbo_100_equal_weight	EUR	rtt_5020_chg1D	rtt_5020_chg1D_fx	rtt_5020_PL_cum	rtt_5020_returns	rtt_5020_log_returns	rtt_5020_cumul	rtt_5020_PL_cum_fx	rtt_5020_trading_edge	rtt_5020_geometric_expectancy	rtt_5020_kelly	rtt_5020_constant	rtt_5020_concave	rtt_5020_convex	rtt_5020_equal_weight	rema_50100150_chg1D	rema_50100150_chg1D_fx	rema_50100150_PL_cum	rema_50100150_returns	rema_50100150_log_returns	rema_50100150_cumul	rema_50100150_PL_cum_fx	rema_50100150_trading_edge	rema_50100150_geometric_expectancy	rema_50100150_kelly	rema_50100150_constant	rema_50100150_concave	rema_50100150_convex	rema_50100150_equal_weight	rsma_50100150_chg1D	rsma_50100150_chg1D_fx	rsma_50100150_PL_cum	rsma_50100150_returns	rsma_50100150_log_returns	rsma_50100150_cumul	rsma_50100150_PL_cum_fx	rsma_50100150_trading_edge	rsma_50100150_geometric_expectancy	rsma_50100150_kelly	rsma_50100150_constant	rsma_50100150_concave	rsma_50100150_convex	rsma_50100150_equal_weight	rt	rrt	rrg_chg1D	rrg_chg1D_fx	rrg_PL_cum	rrg_returns	rrg_log_returns	rrg_cumul	rrg_PL_cum_fx	rrg_trading_edge	rrg_geometric_expectancy	rrg_kelly	rrg_constant	rrg_concave	rrg_convex	rrg_equal_weight
2024-01-15 08:00:00	28000	0.36	0.35	0.35	0.36	0.31	POPR.MI	0.24	0.25	0.24	0.25	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.36								-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	176.72					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	260.52					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	224.65					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	224.65							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-16 08:00:00	32000	0.37	0.36	0.36	0.36	0.3	POPR.MI	0.25	0.25	0.25	0.25	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56	0.25						0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	176.72					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	260.52					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	224.65					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	224.65							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-17 08:00:00	0	0.36	0.36	0.36	0.36	0.3	POPR.MI	0.25	0.25	0.25	0.25	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	176.72					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	260.52					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	224.65					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	224.65							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-18 08:00:00	0	0.36	0.36	0.36	0.36	0.3	POPR.MI	0.25	0.25	0.25	0.25	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	176.72					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	260.52					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	224.65					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	224.65							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-19 08:00:00	32000	0.35	0.35	0.35	0.35	0.3	POPR.MI	0.24	0.24	0.24	0.24	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	0.01	0.01	-0.57	0.03	0.03	-0.67		-0.57	0.0	0.0	176.57					1	-0.01	-0.01	-0.3	-0.03	-0.03	-0.51	-0.3	0.0	0.0	225.57					-0.01	-0.01	-0.12	-0.03	-0.03	-0.12	-0.12	0.0	0.0	225.81					-0.01	-0.01	0.16	-0.03	-0.03	0.71	0.16	0.0	0.0	225.81							-0.0	-0.0	3.3306690738754696e-16	-0.0	-0.0	-0.005722881782315392	3.3306690738754696e-16	-0.0	0.0	inf				
2024-01-22 08:00:00	4000	0.35	0.35	0.35	0.35	0.3	POPR.MI	0.24	0.24	0.24	0.24	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0		0.35							-1.0			0.56		0.24					0.0			0.44	-0.0	-0.0	-0.57	-0.0	-0.0	-0.67		-0.57	0.0	0.0	176.57					1	0.0	0.0	-0.3	0.0	0.0	-0.51	-0.3	0.0	0.0	225.57					0.0	0.0	-0.12	0.0	0.0	-0.12	-0.12	0.0	0.0	225.81					0.0	0.0	0.16	0.0	0.0	0.71	0.16	0.0	0.0	225.81							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-23 08:00:00	16000	0.35	0.35	0.35	0.35	0.3	POPR.MI	0.24	0.24	0.24	0.24	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.57	-0.0	-0.0	-0.67		-0.57	0.0	0.0	176.57					1	0.0	0.0	-0.3	0.0	0.0	-0.51	-0.3	0.0	0.0	225.57					0.0	0.0	-0.12	0.0	0.0	-0.12	-0.12	0.0	0.0	225.81					0.0	0.0	0.16	0.0	0.0	0.71	0.16	0.0	0.0	225.81							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-24 08:00:00	20000	0.37	0.36	0.36	0.36	0.3	POPR.MI	0.25	0.25	0.25	0.25	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.01	-0.01	-0.58	-0.03	-0.03	-0.68		-0.58	0.0	0.0	158.35					1	0.01	0.01	-0.29	0.03	0.03	-0.49	-0.29	0.0	0.0	232.64					0.01	0.01	-0.11	0.03	0.03	-0.09	-0.11	0.0	0.0	227.31					0.01	0.01	0.17	0.03	0.03	0.76	0.17	0.0	0.0	227.31							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-25 08:00:00	0	0.36	0.36	0.36	0.36	0.3	POPR.MI	0.25	0.25	0.25	0.25	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56	0.25						0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	158.35					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	232.64					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	227.31					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	227.31							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-26 08:00:00	0	0.36	0.36	0.36	0.36	0.3	POPR.MI	0.25	0.25	0.25	0.25	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	177.41					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	268.52					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	225.71					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	225.71							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-29 08:00:00	16000	0.36	0.35	0.35	0.36	0.31	POPR.MI	0.24	0.25	0.24	0.25	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0	0.36								-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	177.41					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	268.52					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	225.71					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	225.71							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-30 08:00:00	20000	0.37	0.36	0.36	0.36	0.31	POPR.MI	0.24	0.25	0.24	0.24	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	177.41					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	268.52					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	225.71					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	225.71							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-01-31 08:00:00	0	0.36	0.36	0.36	0.36	0.31	POPR.MI	0.24	0.24	0.24	0.24	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	177.41					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	268.52					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	225.71					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	225.71							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-01 08:00:00	0	0.36	0.36	0.36	0.36	0.31	POPR.MI	0.24	0.24	0.24	0.24	0.25	0.22	-1.0	1.0	1.0	1	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.58	-0.0	-0.0	-0.68		-0.58	0.0	0.0	177.41					1	0.0	0.0	-0.29	0.0	0.0	-0.49	-0.29	0.0	0.0	268.52					0.0	0.0	-0.11	0.0	0.0	-0.09	-0.11	0.0	0.0	225.71					0.0	0.0	0.17	0.0	0.0	0.76	0.17	0.0	0.0	225.71							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-02 08:00:00	20000	0.35	0.34	0.35	0.34	0.29	POPR.MI	0.24	0.24	0.23	0.23	0.25	0.22	-1.0	1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	0.02	0.02	-0.56	0.06	0.06	-0.66		-0.56	0.0	0.0	181.97					1	-0.02	-0.02	-0.31	-0.06	-0.06	-0.52	-0.31	0.0	0.0	211.42					-0.02	-0.02	-0.13	-0.06	-0.06	-0.14	-0.13	0.0	0.0	186.76					-0.02	-0.02	0.15	-0.06	-0.06	0.66	0.15	0.0	0.0	186.76							-0.0	-0.0	3.3306690738754696e-16	-0.0	-0.0	-0.005722881782315392	3.3306690738754696e-16	-0.0	0.0	inf				
2024-02-05 08:00:00	44000	0.35	0.34	0.34	0.34	0.29	POPR.MI	0.23	0.23	0.23	0.23	0.25	0.22	-1.0	1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	181.97					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	186.76					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	186.76							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-06 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.23	0.23	0.23	0.23	0.25	0.22	-1.0	1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	181.97					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	186.76					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	186.76							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-07 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.23	0.23	0.23	0.23	0.25	0.22	-1.0	1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	181.97					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	186.76					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	186.76							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-08 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.23	0.23	0.23	0.23	0.25	0.22	-1.0	1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	181.97					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	186.76					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	186.76							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-09 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.23	0.23	0.23	0.23	0.25	0.22	-1.0	1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	181.97					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	186.76					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	186.76							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-12 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56		0.22					0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	181.97					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	186.76					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	186.76							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-13 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.23	0.23	0.23	0.23	0.25	0.22	-1.0	1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56	0.23						0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-14 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.23	0.23	0.23	0.23	0.25	0.22	-1.0	1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-15 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-16 08:00:00	4000	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-19 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-20 08:00:00	4000	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-21 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-22 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-23 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-26 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-27 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-28 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-02-29 08:00:00	12000	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.22	0.22	0.22	0.22	0.25	0.22	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
2024-03-01 08:00:00	0	0.34	0.34	0.34	0.34	0.29	POPR.MI	0.21	0.21	0.21	0.21	0.25	0.21	-1.0	-1.0	-1.0	0	-1.0	-1.0	1.0	-1.0	-1.0	1.0									-1.0			0.56							0.0			0.44	-0.0	-0.0	-0.56	-0.0	-0.0	-0.66		-0.56	0.0	0.0	179.76					1	0.0	0.0	-0.31	0.0	0.0	-0.52	-0.31	0.0	0.0	211.42					0.0	0.0	-0.13	0.0	0.0	-0.14	-0.13	0.0	0.0	208.13					0.0	0.0	0.15	0.0	0.0	0.66	0.15	0.0	0.0	208.13							0.0	0.0	3.3306690738754696e-16	0.0	0.0	-0.005722881782315392	3.3306690738754696e-16	0.0	0.0	inf				
